2.45428	0.867	0.521	0.511	0.416
2.50437	0.868	0.52	0.51	0.416
2.55445	0.868	0.519	0.513	0.416
2.60454	0.868	0.521	0.512	0.416
2.65463	0.871	0.519	0.511	0.416
2.70472	0.869	0.521	0.511	0.416
2.7548	0.868	0.521	0.51	0.416
2.80489	0.869	0.523	0.512	0.416
2.85498	0.867	0.521	0.511	0.416
2.90507	0.873	0.521	0.512	0.416
2.95515	0.869	0.52	0.512	0.416
3.00524	0.871	0.521	0.512	0.417
3.05533	0.872	0.52	0.513	0.416
3.10541	0.869	0.521	0.511	0.414
3.1555	0.868	0.522	0.512	0.417
3.20559	0.867	0.523	0.512	0.415
3.25568	0.869	0.522	0.511	0.416
3.30576	0.87	0.523	0.511	0.418
3.35585	0.865	0.522	0.511	0.418
3.40594	0.87	0.523	0.51	0.417
3.45603	0.863	0.522	0.509	0.419
3.50611	0.865	0.521	0.509	0.42
3.5562	0.863	0.522	0.508	0.418
3.60629	0.863	0.523	0.508	0.417
3.65638	0.864	0.523	0.507	0.419
3.70646	0.861	0.521	0.509	0.418
3.75655	0.863	0.524	0.508	0.42
3.80664	0.867	0.522	0.508	0.419
3.85672	0.861	0.524	0.509	0.42
3.90681	0.863	0.524	0.508	0.417
3.9569	0.865	0.522	0.508	0.42
4.00699	0.86	0.519	0.506	0.42
4.05707	0.864	0.523	0.509	0.419
4.10716	0.861	0.525	0.508	0.42
4.15725	0.863	0.522	0.506	0.418
4.20734	0.864	0.524	0.508	0.419
4.25742	0.861	0.525	0.508	0.421
4.30751	0.859	0.524	0.507	0.419
4.3576	0.862	0.525	0.508	0.419
4.40769	0.862	0.527	0.507	0.418
4.45777	0.861	0.524	0.508	0.418
4.50786	0.861	0.524	0.507	0.418
4.55795	0.86	0.522	0.508	0.42
4.60803	0.863	0.525	0.508	0.419
4.65812	0.863	0.522	0.508	0.419
4.70821	0.861	0.523	0.507	0.421
4.7583	0.863	0.525	0.507	0.418
4.80838	0.863	0.52	0.508	0.419
4.85847	0.865	0.521	0.508	0.419
4.90856	0.864	0.522	0.508	0.418
4.95865	0.865	0.522	0.508	0.418
5.00873	0.867	0.52	0.509	0.418
5.05882	0.866	0.519	0.509	0.42
5.10891	0.87	0.52	0.508	0.418
5.159	0.864	0.52	0.509	0.417
5.20908	0.87	0.516	0.509	0.419
5.25917	0.866	0.522	0.51	0.419
5.30926	0.865	0.517	0.509	0.417
5.35934	0.867	0.521	0.51	0.417
5.40943	0.865	0.519	0.51	0.417
5.45952	0.873	0.522	0.51	0.417
5.50961	0.868	0.521	0.509	0.417
5.55969	0.869	0.52	0.512	0.418
5.60978	0.87	0.522	0.511	0.415
5.65987	0.868	0.52	0.511	0.416
5.70996	0.869	0.519	0.512	0.416
5.76004	0.869	0.519	0.51	0.415
5.81013	0.868	0.521	0.511	0.417
5.86022	0.869	0.52	0.511	0.415
5.91031	0.868	0.52	0.51	0.416
5.96039	0.87	0.521	0.51	0.416
6.01048	0.871	0.519	0.512	0.416
6.06057	0.87	0.52	0.512	0.415
6.11065	0.874	0.522	0.512	0.415
6.16074	0.87	0.522	0.512	0.415
6.21083	0.871	0.521	0.511	0.415
6.26092	0.871	0.522	0.512	0.417
6.311	0.868	0.523	0.511	0.418
6.36109	0.864	0.522	0.512	0.418
6.41118	0.87	0.521	0.51	0.419
6.46127	0.865	0.522	0.508	0.418
6.51135	0.863	0.524	0.508	0.419
6.56144	0.867	0.52	0.509	0.417
6.61153	0.863	0.522	0.508	0.419
6.66162	0.86	0.521	0.509	0.42
6.7117	0.862	0.522	0.508	0.421
6.76179	0.866	0.522	0.508	0.419
6.81188	0.866	0.523	0.509	0.42
6.86196	0.863	0.524	0.509	0.418
6.91205	0.863	0.524	0.507	0.421
6.96214	0.861	0.523	0.508	0.419
7.01223	0.863	0.524	0.507	0.419
7.06231	0.865	0.523	0.508	0.42
7.1124	0.865	0.524	0.508	0.42
7.16249	0.863	0.522	0.509	0.418
7.21258	0.862	0.525	0.508	0.419
7.26266	0.863	0.523	0.507	0.418
7.31275	0.864	0.523	0.508	0.419
7.36284	0.862	0.523	0.507	0.42
7.41293	0.863	0.524	0.509	0.418
7.46301	0.861	0.526	0.509	0.419
7.5131	0.863	0.524	0.507	0.418
7.56319	0.86	0.526	0.508	0.421
7.61327	0.861	0.523	0.508	0.421
7.66336	0.863	0.526	0.506	0.42
7.71345	0.864	0.523	0.509	0.419
7.76354	0.863	0.524	0.508	0.42
7.81362	0.863	0.521	0.507	0.418
7.86371	0.859	0.523	0.508	0.418
7.9138	0.862	0.519	0.508	0.419
7.96389	0.869	0.521	0.509	0.418
8.01397	0.863	0.519	0.51	0.419
8.06406	0.868	0.523	0.507	0.419
8.11415	0.864	0.521	0.509	0.417
8.16424	0.865	0.522	0.51	0.417
8.21432	0.87	0.519	0.51	0.418
8.26441	0.864	0.522	0.51	0.416
8.3145	0.868	0.521	0.511	0.419
8.36458	0.864	0.521	0.51	0.418
8.41467	0.869	0.522	0.512	0.417
8.46476	0.869	0.521	0.509	0.417
8.51485	0.866	0.52	0.511	0.418
8.56493	0.867	0.521	0.51	0.416
8.61502	0.871	0.52	0.51	0.418
8.66511	0.869	0.521	0.512	0.416
8.7152	0.867	0.522	0.51	0.416
8.76528	0.871	0.522	0.512	0.418
8.81537	0.873	0.519	0.511	0.417
8.86546	0.87	0.52	0.51	0.417
8.91555	0.87	0.52	0.511	0.416
8.96563	0.868	0.52	0.511	0.415
9.01572	0.869	0.519	0.511	0.416
9.06581	0.874	0.52	0.512	0.416
9.11589	0.869	0.519	0.512	0.417
9.16598	0.874	0.523	0.514	0.414
9.21607	0.871	0.522	0.512	0.414
9.26616	0.866	0.522	0.511	0.417
9.31624	0.867	0.523	0.511	0.418
9.36633	0.867	0.521	0.51	0.417
9.41642	0.866	0.525	0.508	0.418
9.46651	0.865	0.522	0.509	0.419
9.51659	0.865	0.522	0.51	0.419
9.56668	0.865	0.521	0.509	0.418
9.61677	0.865	0.521	0.508	0.421
9.66686	0.862	0.523	0.508	0.419
9.71694	0.864	0.522	0.508	0.419
9.76703	0.865	0.523	0.508	0.419
9.81712	0.866	0.521	0.508	0.418
9.8672	0.865	0.522	0.506	0.419
9.91729	0.864	0.524	0.508	0.421
9.96738	0.862	0.524	0.507	0.418
10.01747	0.864	0.522	0.507	0.42
10.06755	0.863	0.525	0.507	0.419
10.11764	0.862	0.522	0.507	0.419
10.16773	0.862	0.522	0.508	0.421
10.21782	0.866	0.523	0.507	0.42
10.2679	0.861	0.526	0.507	0.419
10.31799	0.862	0.523	0.507	0.42
10.36808	0.861	0.521	0.508	0.418
10.41817	0.865	0.523	0.508	0.42
10.46825	0.865	0.523	0.507	0.419
10.51834	0.864	0.525	0.507	0.42
10.56843	0.865	0.526	0.507	0.419
10.61851	0.862	0.524	0.508	0.42
10.6686	0.862	0.524	0.507	0.419
10.71869	0.863	0.52	0.507	0.421
10.76878	0.86	0.523	0.508	0.419
10.81886	0.864	0.521	0.507	0.418
10.86895	0.864	0.522	0.507	0.419
10.91904	0.865	0.523	0.509	0.419
10.96913	0.866	0.519	0.509	0.419
