Wavelength / nm	0°	30°	60°	90°	120°	150°	180°	210°	240°	270°	300°	330°
0.0	0.0	30.0	60.0	90.0	120.0	150.0	180.0	210.0	240.0	270.0	300.0	330.0
176.03	-0.0240588283458895	-0.05224204389092281	-0.06642704596443208	-0.0628129747161867	-0.042368217618542564	-0.010570930825263893	0.02405882834588949	0.052242043890922775	0.06642704596443208	0.06281297471618671	0.04236821761854259	0.010570930825263853
176.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177.24	0.0057284016443498965	-0.004429338144206832	-0.01340024035401886	-0.018780558982588593	-0.019128641998368674	-0.014351220838381742	-0.0057284016443498315	0.004429338144206801	0.013400240354018865	0.018780558982588583	0.019128641998368674	0.014351220838381865
177.84	-0.10350380867199944	-0.10597051764878485	-0.08004251200007022	-0.032667179900778415	0.023461296671929234	0.07330333774800639	0.1035038086719995	0.10597051764878485	0.08004251200007027	0.0326671799007785	-0.02346129667192922	-0.07330333774800647
178.44	-0.06475725370780784	-0.05253853737922035	-0.026242162388358373	0.007085778822110581	0.038515091319449496	0.05962431620133092	0.06475725370780787	0.05253853737922038	0.026242162388358418	-0.007085778822110507	-0.03851509131944951	-0.05962431620133094
179.05	0.05260441362963664	0.09797850558409164	0.11709933609168106	0.10484349405928389	0.06449492246204441	0.0068649884751922656	-0.05260441362963668	-0.09797850558409164	-0.11709933609168106	-0.10484349405928393	-0.0644949224620444	-0.006864988475192211
179.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180.25	-0.08292851340946197	-0.059295386048958655	-0.01977410788174514	0.02504562652342781	0.06315440552771683	0.08434101257238646	0.08292851340946196	0.059295386048958634	0.01977410788174514	-0.02504562652342779	-0.06315440552771685	-0.08434101257238648
180.85	0.07567254895838321	0.06987826639669534	0.045360158785526024	0.008687833259227574	-0.03031239017285719	-0.06119043313746775	-0.07567254895838321	-0.06987826639669535	-0.045360158785526045	-0.008687833259227618	0.03031239017285718	0.061190433137467734
181.45	-0.09378477699477707	-0.08803130905131352	-0.05868992293889595	-0.01362261937115644	0.035094854055881065	0.07440868968015711	0.09378477699477707	0.08803130905131354	0.05868992293889602	0.013622619371156526	-0.03509485405588105	-0.07440868968015717
182.06	0.02297106760128295	0.0004837853250198895	-0.022133126838392275	-0.038819485539481606	-0.04510419443967521	-0.03930327086450148	-0.02297106760128297	-0.00048378532501988105	0.02213312683839229	0.038819485539481634	0.0451041944396752	0.03930327086450149
182.66	-0.06042310563246226	-0.056363019269985506	-0.037200507411136334	-0.008070149633445212	0.023222598221325916	0.0482928696365403	0.06042310563246226	0.05636301926998553	0.03720050741113635	0.008070149633445238	-0.02322259822132591	-0.048292869636540336
183.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183.86	-0.041370008129621764	-0.06664115212410775	-0.07405585322425944	-0.06162734825817303	-0.03268584509463762	0.005013803865934675	0.041370008129621834	0.06664115212410776	0.07405585322425942	0.06162734825817305	0.032685845094637636	-0.005013803865934721
184.46	0.03749868809411739	-0.03685259322292872	-0.10132925194689833	-0.1386548194420468	-0.13882794004101573	-0.10180222621911816	-0.03749868809411729	0.03685259322292866	0.10132925194689837	0.1386548194420468	0.13882794004101573	0.10180222621911807
185.07	-0.047603207282523645	-0.03479254390398034	-0.012659246483741076	0.012866085808603137	0.03494396079878262	0.04765862971258351	0.04760320728252371	0.034792543903980386	0.012659246483741053	-0.012866085808603156	-0.03494396079878263	-0.04765862971258346
185.67	0.00039325912216910434	-0.001476382535222113	-0.002950428684581149	-0.003633909850581045	-0.0033436878067502483	-0.002157527315358934	-0.00039325912216909946	0.001476382535222114	0.002950428684581148	0.0036339098505810455	0.003343687806750252	0.0021575273153589293
186.27	-0.0007705683201393157	0.0010310775805138569	0.0025564470761345035	0.003396818642212003	0.003327015396273814	0.002365741061698145	0.0007705683201393132	-0.0010310775805138605	-0.002556447076134501	-0.003396818642212002	-0.0033270153962738106	-0.0023657410616981472
186.87	-0.004802793010231323	-0.005664919215834113	-0.005009134892366601	-0.003011156919710903	-0.00020634188213527677	0.0026537622961232098	0.004802793010231325	0.005664919215834112	0.005009134892366602	0.0030111569197109047	0.00020634188213527647	-0.0026537622961232132
187.47	-0.0022331071044093885	-0.003475875200968761	-0.0037872853444371867	-0.003083895438357442	-0.001554178240027796	0.00039197976261131853	0.00223310710440939	0.0034758752009687623	0.003787285344437186	0.003083895438357441	0.001554178240027793	-0.0003919797626113214
188.07	-0.0012420346147686157	-0.002748294644173767	-0.003518151343109777	-0.0033453222308090515	-0.00227611672834116	-0.0005970275866352867	0.0012420346147686162	0.002748294644173766	0.003518151343109775	0.0033453222308090515	0.0022761167283411625	0.0005970275866352831
