Raman Shift / 1/cm	0°	30°	60°	90°	120°	150°	180°	210°	240°	270°	300°	330°
0.0	0.0	30.0	60.0	90.0	120.0	150.0	180.0	210.0	240.0	270.0	300.0	330.0
200.601	0.0003658107296137121	0.0003551453707556015	0.00024931909660787574	7.668797186641296e-05	-0.00011649163300583615	-0.0002784573988891885	-0.00036581072961371205	-0.0003551453707556015	-0.00024931909660787585	-7.668797186641313e-05	0.00011649163300583611	0.0002784573988891887
201.868	0.0003519393351659117	0.00042105997440345115	0.0003773579335345167	0.00023254313911753136	2.5418598368605207e-05	-0.00018851683528591973	-0.0003519393351659116	-0.00042105997440345115	-0.00037735793353451704	-0.00023254313911753174	-2.5418598368605163e-05	0.00018851683528592014
203.136	0.000346704018189359	0.0003092118622855587	0.00018886663759221944	1.791474987886356e-05	-0.00015783738059713942	-0.0002912971124066951	-0.00034670401818935896	-0.0003092118622855586	-0.0001888666375922195	-1.7914749878863775e-05	0.00015783738059713963	0.0002912971124066952
204.403	0.00036643044885460507	0.0005441909572774506	0.0005761359381694833	0.00045370575969845583	0.0002097054893148779	-9.048519757899484e-05	-0.0003664304488546053	-0.0005441909572774504	-0.0005761359381694833	-0.0004537057596984557	-0.00020970548931487798	9.04851975789948e-05
205.671	0.00018396509433977765	0.00024316712956086	0.00023721272879031517	0.00016769736890602285	5.324763445053745e-05	-7.546976065483702e-05	-0.000183965094339778	-0.00024316712956085992	-0.00023721272879031536	-0.00016769736890602288	-5.324763445053741e-05	7.54697606548371e-05
206.939	0.0002119007824400474	0.00014153372969863631	3.3242828382710664e-05	-8.395546195248866e-05	-0.00017865795405733683	-0.00022548919165112492	-0.00021190078244004746	-0.00014153372969863618	-3.3242828382710664e-05	8.395546195248864e-05	0.00017865795405733678	0.00022548919165112473
208.205	0.00015744277166348703	2.255364059337452e-06	-0.00015353636652314968	-0.00026818815168695	-0.0003109791381866365	-0.0002704435157462875	-0.00015744277166348676	-2.255364059337606e-06	0.00015353636652314982	0.00026818815168694993	0.00031097913818663663	0.0002704435157462874
209.473	0.00034725351951344485	0.00029800325587633203	0.0001689032604853108	-5.45422715173302e-06	-0.0001783502590281341	-0.00030345748302806506	-0.00034725351951344485	-0.00029800325587633203	-0.0001689032604853108	5.454227151732909e-06	0.00017835025902813398	0.00030345748302806517
210.738	-7.038924918955759e-05	-4.736636763180509e-05	-1.1651706118714727e-05	2.718502063933009e-05	5.873754307084296e-05	7.455138827113514e-05	7.038924918955763e-05	4.7366367631804997e-05	1.1651706118714594e-05	-2.7185020639330134e-05	-5.873754307084279e-05	-7.455138827113512e-05
212.005	-8.843956667801367e-06	-6.033294609343996e-05	-9.56557713363509e-05	-0.0001053477098983103	-8.681181466854941e-05	-4.501476380487049e-05	8.843956667801548e-06	6.0332946093440106e-05	9.565577133635082e-05	0.00010534770989831025	8.681181466854919e-05	4.5014763804870466e-05
213.271	-0.0001762300702063298	-0.00029487565145154174	-0.00033450954002271153	-0.0002845118674842896	-0.00015827946981638143	1.036378396725217e-05	0.00017623007020633018	0.0002948756514515417	0.0003345095400227117	0.0002845118674842897	0.00015827946981638138	-1.0363783967252141e-05
214.536	0.0001933366974638774	0.0001114505425407777	-2.986952521338926e-07	-0.00011196789789345306	-0.0001936353927160112	-0.00022341844043423094	-0.00019333669746387735	-0.00011145054254077774	2.9869525213369587e-07	0.00011196789789345286	0.00019363539271601116	0.00022341844043423088
215.802	0.0004934630432395999	0.0005007008938196529	0.00037377634425118857	0.0001466987250907613	-0.00011968669898841117	-0.0003540021687288916	-0.0004934630432395999	-0.000500700893819653	-0.0003737763442511888	-0.00014669872509076161	0.00011968669898841106	0.000354002168728892
217.067	-6.943310449195401e-05	3.715240139515779e-05	0.0001337829513315599	0.00019456646749761838	0.0002032160558235137	0.00015741406610246056	6.943310449195395e-05	-3.715240139515791e-05	-0.00013378295133155988	-0.00019456646749761822	-0.0002032160558235136	-0.0001574140661024607
218.333	-1.4936754849160652e-05	7.795125574098981e-05	0.00014995229030635	0.00018177372978092664	0.00016488904515551088	0.00010382247403993683	1.4936754849160777e-05	-7.795125574098979e-05	-0.00014995229030635	-0.00018177372978092648	-0.0001648890451555108	-0.00010382247403993687
219.597	-0.00016160569276204326	-2.934292035563917e-05	0.0001107822638636287	0.0002212234299449458	0.0002723879566256717	0.0002505663503005851	0.00016160569276204285	2.9342920355639042e-05	-0.00011078226386362874	-0.00022122342994494571	-0.0002723879566256718	-0.0002505663503005852
220.863	0.0001248332273356881	0.0003145932347379709	0.0004200582389479196	0.0004129689772577335	0.0002952250116122311	9.837574251976265e-05	-0.0001248332273356884	-0.000314593234737971	-0.0004200582389479195	-0.00041296897725773355	-0.0002952250116122311	-9.837574251976253e-05
222.127	-7.52596126746462e-05	-9.912037368217073e-06	5.809146034637288e-05	0.00011052939817400772	0.00013335107302101909	0.00012044143554222462	7.525961267464635e-05	9.912037368217063e-06	-5.809146034637304e-05	-0.00011052939817400779	-0.00013335107302101898	-0.00012044143554222481
223.392	-0.00032571062500738807	-0.00017056916415047547	3.027616649420845e-05	0.00022300902277685904	0.0003559867915015966	0.0003935781869273344	0.000325710625007388	0.00017056916415047555	-3.027616649420853e-05	-0.00022300902277685907	-0.0003559867915015966	-0.00039357818692733456
224.655	-9.117017205194993e-05	-7.297381045661364e-05	-3.522417528080591e-05	1.1963749215546203e-05	5.594599677114418e-05	8.493755967215995e-05	9.117017205195002e-05	7.29738104566137e-05	3.522417528080585e-05	-1.1963749215546071e-05	-5.594599677114416e-05	-8.493755967215995e-05
225.919	-0.0003518523981457235	-0.00026352858407325603	-0.00010459249871584258	8.236906220683423e-05	0.00024725989942988083	0.0003458976462800904	0.0003518523981457235	0.00026352858407325603	0.00010459249871584232	-8.236906220683426e-05	-0.00024725989942988067	-0.00034589764628009033
227.183	6.27745910042677e-05	0.00017960467456091178	0.00024830983061210465	0.00025048056807807555	0.000185535239607837	7.087589351716384e-05	-6.277459100426772e-05	-0.00017960467456091178	-0.0002483098306121049	-0.00025048056807807555	-0.00018553523960783693	-7.087589351716365e-05
228.446	-0.00020300442047147094	-0.00023511160805327676	-0.00020422083012602445	-0.00011860924568889034	-1.2164096545533577e-06	0.00011650236236438628	0.00020300442047147113	0.0002351116080532768	0.00020422083012602434	0.00011860924568889028	1.2164096545535242e-06	-0.00011650236236438645
229.71	0.0003484421570360468	0.00046359399341820316	0.0004545261936480324	0.00032366846735107943	0.0001060840366119854	-0.00013992552606712367	-0.00034844215703604717	-0.0004635939934182032	-0.0004545261936480324	-0.0003236684673510795	-0.0001060840366119854	0.00013992552606712378
230.973	-1.1984662029956098e-05	-7.504565236556405e-05	-0.00011799822075435232	-0.0001293332611837023	-0.00010601355872439606	-5.428760881813836e-05	1.1984662029956431e-05	7.50456523655639e-05	0.00011799822075435246	0.0001293332611837025	0.00010601355872439622	5.428760881813829e-05
232.235	-0.00032087966762646967	-0.00018370664862378452	2.690418521871379e-06	0.00018836659019729024	0.00032357008614834087	0.0003720732388210748	0.00032087966762646934	0.00018370664862378457	-2.6904185218714722e-06	-0.0001883665901972901	-0.00032357008614834076	-0.00037207323882107484
233.499	-6.725013503354833e-05	-0.0001243787483948413	-0.00014818017656814282	-0.0001322768460957093	-8.093004153459449e-05	-7.898097700867917e-06	6.725013503354833e-05	0.00012437874839484116	0.00014818017656814266	0.0001322768460957092	8.093004153459452e-05	7.898097700867719e-06
234.76	0.00033633880900645654	0.0002341175702347268	6.91647175846652e-05	-0.00011432076528693382	-0.0002671740914217914	-0.0003484383355216607	-0.00033633880900645654	-0.00023411757023472686	-6.916471758466521e-05	0.00011432076528693383	0.00026717409142179116	0.0003484383355216607
236.022	0.00011548594150253598	-4.6378291514254734e-05	-0.00019581549877346546	-0.00029278410127082845	-0.00031130144027600114	-0.0002464058097565738	-0.0001154859415025356	4.637829151425475e-05	0.00019581549877346563	0.00029278410127082867	0.0003113014402760011	0.00024640580975657386
237.285	0.0002471494844974209	0.00029376391627128264	0.00026166454391484995	0.0001594523683285755	1.4515059417429069e-05	-0.0001343115479427071	-0.00024714948449742113	-0.00029376391627128275	-0.00026166454391484995	-0.0001594523683285754	-1.4515059417429031e-05	0.0001343115479427071
238.546	0.00010361549230729696	6.592294091680582e-05	1.056639074497204e-05	-4.7621415293888644e-05	-9.304910156232476e-05	-0.00011354435621069451	-0.00010361549230729671	-6.592294091680581e-05	-1.056639074497219e-05	4.7621415293888366e-05	9.304910156232467e-05	0.00011354435621069451
239.807	7.867393809841587e-05	0.0002478275013208354	0.0003505758857021138	0.0003593877446236853	0.0002719019476036977	0.00011156024330285007	-7.867393809841616e-05	-0.00024782750132083526	-0.0003505758857021138	-0.0003593877446236852	-0.0002719019476036977	-0.00011156024330284996
241.07	0.0009044098842052967	0.0006092371867848601	0.0001508198771664115	-0.00034800949674133793	-0.0007535900070388849	-0.0009572466835261983	-0.0009044098842052964	-0.0006092371867848603	-0.0001508198771664114	0.00034800949674133777	0.0007535900070388848	0.0009572466835261985
242.33	0.000898062547091918	0.0007992093781570161	0.0004862087017615617	4.292879637611265e-05	-0.0004118538453303564	-0.0007562805817809035	-0.000898062547091918	-0.0007992093781570164	-0.0004862087017615616	-4.292879637611276e-05	0.00041185384533035644	0.0007562805817809034
243.591	0.0004195157136847675	0.00034192675833682405	0.00017271880422193672	-4.276901400188745e-05	-0.00024679690946283076	-0.00038469577233871154	-0.0004195157136847674	-0.0003419267583368239	-0.0001727188042219365	4.276901400188764e-05	0.0002467969094628307	0.0003846957723387113
244.852	0.0004129034352247709	8.566178834325632e-05	-0.00026453286554703936	-0.0005438461517425148	-0.0006774363007718097	-0.0006295079400857711	-0.0004129034352247705	-8.566178834325635e-05	0.00026453286554703925	0.0005438461517425147	0.0006774363007718097	0.0006295079400857711
246.112	0.00035903930138744843	0.0001847827287243002	-3.898622687574332e-05	-0.0002523088544684948	-0.00039802552826319153	-0.0004370915831927949	-0.0003590393013874483	-0.0001847827287243002	3.898622687574335e-05	0.00025230885446849463	0.00039802552826319164	0.0004370915831927951
247.372	0.00044552000234473663	0.000175530733344101	-0.00014149185390292885	-0.00042060181316108664	-0.0005870118562476653	-0.0005961325465051877	-0.0004455200023447364	-0.00017553073334410115	0.0001414918539029288	0.00042060181316108626	0.0005870118562476652	0.0005961325465051878
248.632	0.0009172088755973448	0.0005934162465037278	0.00011061821338392898	-0.00040181988068026687	-0.0008065906622134157	-0.0009952361271839947	-0.0009172088755973445	-0.0005934162465037278	-0.0001106182133839288	0.00040181988068026676	0.0008065906622134157	0.0009952361271839947
249.893	0.0010309501858045095	0.0010662798637734055	0.0008159007133386496	0.0003469016256608257	-0.00021504947246586025	-0.0007193782381125795	-0.0010309501858045095	-0.0010662798637734055	-0.0008159007133386494	-0.0003469016256608261	0.00021504947246586017	0.0007193782381125799
251.152	0.0007192228428860095	0.000304565082739025	-0.00019170064537059892	-0.0006366003403646457	-0.000910923488256608	-0.0009411654231036709	-0.0007192228428860091	-0.00030456508273902523	0.0001917006453705991	0.0006366003403646454	0.0009109234882566077	0.0009411654231036707
252.411	0.0005432909236982917	0.00040522873984818824	0.00015858584240588123	-0.0001305500034400907	-0.0003847050812924103	-0.000535778743288279	-0.0005432909236982916	-0.00040522873984818824	-0.0001585858424058813	0.00013055000344009045	0.0003847050812924102	0.000535778743288279
253.67	0.00015542629579724468	-0.00010054822904869428	-0.0003295809371206557	-0.00047030269925044474	-0.0004850072329179001	-0.0003697544702017505	-0.00015542629579724432	0.00010054822904869421	0.0003295809371206557	0.00047030269925044474	0.00048500723291790016	0.0003697544702017505
254.93	0.0005664333583513026	0.0004462978349502356	0.00020657716709049438	-8.849568586585372e-05	-0.00035985619126080817	-0.0005347935208160894	-0.0005664333583513025	-0.00044629783495023565	-0.00020657716709049422	8.84956858658535e-05	0.00035985619126080817	0.0005347935208160892
256.188	0.000523763407940331	0.0005184747246575136	0.0003742611576067666	0.0001297646156169495	-0.00014950225033356446	-0.00038871010904056424	-0.0005237634079403312	-0.0005184747246575137	-0.0003742611576067664	-0.00012976461561694957	0.00014950225033356443	0.0003887101090405643
257.446	0.0008077443935883058	0.0005688678046169048	0.00017756354679833843	-0.0002613187199900482	-0.0006301808467899671	-0.0008301865246069533	-0.0008077443935883056	-0.0005688678046169048	-0.00017756354679833818	0.00026131871999004807	0.000630180846789967	0.000830186524606953
258.704	0.0005369140625356632	0.0002375417109023539	-0.00012547975033594803	-0.00045487901380527343	-0.0006623938128716109	-0.0006924207247076277	-0.0005369140625356628	-0.00023754171090235412	0.00012547975033594798	0.00045487901380527327	0.0006623938128716109	0.0006924207247076278
259.963	0.00046588580562601737	8.596991575489871e-05	-0.0003169815436161165	-0.0006349980543596224	-0.0007828673492421336	-0.0007209679701145213	-0.00046588580562601715	-8.596991575489897e-05	0.0003169815436161166	0.0006349980543596222	0.0007828673492421338	0.0007209679701145213
