201.015	4847
202.282	4790.93
203.551	4838.86
204.817	4874.79
206.085	4849.72
207.352	4951.15
208.619	4996.08
209.885	4956.01
211.152	4973.44
212.418	5021.37
213.685	5041.3
214.95	5080.73
216.216	5139.16
217.481	5131.59
218.745	5130.52
220.011	5196.95
221.275	5252.38
222.54	5192.31
223.804	5215.74
225.069	5253.67
226.332	5149.6
227.595	5163.52
228.859	5156.95
230.122	5151.38
231.384	5054.81
232.648	5035.74
233.91	4946.17
235.173	4947.1
236.435	4882.03
237.696	4857.96
238.959	4856.39
240.22	4847.82
241.48	4825.75
242.741	4734.68
244.003	4786.61
245.263	4626.54
246.523	4624.97
247.784	4532.4
249.044	4588.83
250.303	4564.76
251.562	4538.19
252.823	4444.12
254.081	4453.05
255.34	4448.98
256.598	4399.91
257.858	4376.84
259.116	4341.77
260.373	4308.7
261.631	4284.63
262.888	4310.56
264.147	4252.49
265.404	4213.92
266.66	4255.85
267.917	4206.78
269.173	4171.21
270.429	4121.14
271.685	4160.57
272.942	4164
274.197	4106.93
275.453	4073.36
276.708	4051.29
277.963	4101.22
279.217	4040.14
280.472	4065.07
281.726	4104.5
282.98	4093.43
284.234	4093.86
285.488	4059.29
286.742	4055.22
287.996	4127.15
289.249	4100.58
290.502	4061.01
291.754	4095.44
293.007	4117.87
294.259	4161.3
295.511	4064.73
296.763	4142.16
298.014	4146.59
299.266	4133.52
300.517	4071.45
301.768	4145.38
303.017	4165.31
304.268	4183.24
305.518	4206.17
306.768	4192.1
308.018	4172.03
309.268	4175.96
310.518	4236.89
311.767	4242.82
313.016	4146.75
314.265	4223.18
315.514	4255.11
316.761	4188.54
318.01	4277.47
319.258	4261.4
320.506	4237.83
321.754	4279.76
323.001	4237.69
324.247	4189.62
325.494	4223.55
326.741	4171.48
327.988	4166.91
329.235	4277.83
330.48	4230.27
331.726	4282.19
332.972	4222.12
334.218	4207.55
335.463	4185.48
336.707	4274.41
337.952	4228.34
339.197	4212.27
340.441	4220.2
341.685	4314.63
342.929	4304.06
344.174	4346.99
345.416	4277.92
346.66	4349.85
347.904	4314.78
349.145	4320.71
350.389	4338.64
351.632	4361.57
352.873	4425
354.115	4364.43
355.358	4433.36
356.599	4507.79
357.841	4472.22
359.081	4484.15
360.322	4484.08
361.564	4526.51
362.803	4551.94
364.044	4600.37
365.284	4602.8
366.524	4577.73
367.765	4604.16
369.003	4700.59
370.243	4688.52
371.482	4728.95
