Raman Shift / 1/cm	0°	30°	60°	90°	120°	150°	180°	210°	240°	270°	300°	330°
0.0	0.0	30.0	60.0	90.0	120.0	150.0	180.0	210.0	240.0	270.0	300.0	330.0
200.671	7.509583612330503e-05	0.00017084698228205973	0.00022081981750904207	0.0002116241609616887	0.000145723981385737	4.077717867962908e-05	-7.509583612330515e-05	-0.00017084698228205967	-0.00022081981750904218	-0.00021162416096168885	-0.000145723981385737	-4.077717867962895e-05
201.939	-6.96448509548607e-06	9.854683420581947e-05	0.00017765260886503195	0.00020915651044557692	0.00018461709396051795	0.0001106096762397575	6.964485095486051e-06	-9.854683420581944e-05	-0.00017765260886503195	-0.0002091565104455769	-0.00018461709396051798	-0.0001106096762397574
203.206	0.00013872668291931394	0.00020050630543375192	0.0002085604253298678	0.00016073094768575424	6.983374241055375e-05	-3.977535774799757e-05	-0.00013872668291931413	-0.00020050630543375192	-0.0002085604253298678	-0.0001607309476857543	-6.98337424105538e-05	3.97753577479976e-05
204.474	1.2594015441765747e-05	0.00011562767770699517	0.000187678997107949	0.00020944188079754492	0.00017508498166618318	9.381420309054978e-05	-1.2594015441765855e-05	-0.00011562767770699517	-0.00018767899710794898	-0.00020944188079754497	-0.00017508498166618315	-9.381420309054971e-05
205.742	7.426877036062937e-05	0.00022376850572390237	0.00031330965068693647	0.0003188997277675289	0.000239040880326307	9.513122204362662e-05	-7.426877036062954e-05	-0.00022376850572390235	-0.0003133096506869366	-0.000318899727767529	-0.000239040880326307	-9.513122204362645e-05
207.009	5.786370805105261e-05	0.0002173675532555473	0.0003186279381044889	0.0003345122242523389	0.0002607642300534362	0.00011714467099679171	-5.7863708051052764e-05	-0.00021736755325554727	-0.000318627938104489	-0.000334512224252339	-0.00026076423005343607	-0.00011714467099679151
208.276	-3.592832181998426e-05	0.00013042747193749756	0.00026183532991849387	0.0003230846226978931	0.00029776365173847795	0.0001926571507603956	3.592832181998415e-05	-0.00013042747193749756	-0.00026183532991849387	-0.0003230846226978932	-0.00029776365173847795	-0.0001926571507603955
209.542	0.00012341399471105862	0.00026998080838709095	0.0003442064824839005	0.0003262023075695913	0.00022079248777284163	5.622149918250053e-05	-0.00012341399471105873	-0.00026998080838709084	-0.0003442064824839005	-0.0003262023075695914	-0.00022079248777284163	-5.6221499182500425e-05
210.81	6.9022473434214235e-06	0.0001530705249138595	0.0002582236789486207	0.0002941860067425055	0.00025132143160519916	0.00014111548182864613	-6.902247343421598e-06	-0.0001530705249138595	-0.00025822367894862066	-0.00029418600674250547	-0.0002513214316051992	-0.00014111548182864605
212.075	0.00011800180061474232	0.00031773199880338275	0.00043232616450312994	0.00043107888355741896	0.0003143243638883874	0.00011334688475403627	-0.00011800180061474258	-0.00031773199880338264	-0.00043232616450313	-0.00043107888355741896	-0.0003143243638883874	-0.00011334688475403617
213.342	-7.968825419540229e-05	0.00016122774841349614	0.0003589429060375097	0.0004604796018598923	0.0004386311602329118	0.00029925185344639623	7.968825419540199e-05	-0.00016122774841349606	-0.00035894290603750973	-0.00046047960185989213	-0.0004386311602329118	-0.0002992518534463961
214.607	1.3158548648792107e-05	0.0002523308645035337	0.00042389132898910606	0.000481870454193492	0.00041073278034031366	0.00022953958968995852	-1.3158548648792491e-05	-0.00025233086450353364	-0.0004238913289891061	-0.000481870454193492	-0.00041073278034031377	-0.00022953958968995842
215.872	4.441524912103224e-05	0.00025625261495589046	0.00039942729955495397	0.00043557576180332366	0.0003550120504339216	0.00017932314684743328	-4.44152491210326e-05	-0.0002562526149558904	-0.0003994272995549541	-0.00043557576180332366	-0.0003550120504339216	-0.00017932314684743317
217.138	7.56274458766305e-05	0.00034508338791859654	0.0005220745148463784	0.0005591761971322032	0.0004464470689697477	0.0002140928092136067	-7.562744587663076e-05	-0.00034508338791859654	-0.0005220745148463785	-0.0005591761971322033	-0.0004464470689697477	-0.00021409280921360653
218.403	6.615841042810943e-05	0.0003388058943709178	0.0005206706125261343	0.0005630220605323552	0.00045451220209802464	0.00022421616616143735	-6.615841042810975e-05	-0.0003388058943709178	-0.0005206706125261343	-0.0005630220605323552	-0.0004545122020980248	-0.00022421616616143724
219.668	6.448122473260654e-05	0.0004115299518967226	0.0006483095607888927	0.0007113751464223031	0.0005838283360562858	0.0002998451945255806	-6.44812247326071e-05	-0.0004115299518967226	-0.0006483095607888927	-0.000711375146422303	-0.0005838283360562858	-0.0002998451945255805
220.933	5.590411134210244e-05	0.0004047894681269191	0.0006452118138225037	0.0007127501750573285	0.000589307702480401	0.00030796070693040953	-5.5904111342102854e-05	-0.00040478946812691903	-0.0006452118138225037	-0.0007127501750573285	-0.000589307702480401	-0.0003079607069304094
222.198	3.1108331010456954e-05	0.00040668078857495797	0.0006732834572635463	0.000759480367301133	0.0006421751262530888	0.0003527995787261754	-3.110833101045746e-05	-0.0004066807885749577	-0.0006732834572635463	-0.000759480367301133	-0.0006421751262530888	-0.00035279957872617516
223.462	1.0389987134855954e-05	0.000357859714042778	0.0006094412195693047	0.0006977234424779981	0.0005990512324344485	0.00033986372843522006	-1.0389987134856366e-05	-0.0003578597140427779	-0.0006094412195693049	-0.0006977234424779981	-0.0005990512324344485	-0.00033986372843521973
224.725	8.706382191584138e-05	0.00036710520466857284	0.0005487810442930978	0.0005834114462777792	0.0004617172223772563	0.0002163062416092065	-8.706382191584173e-05	-0.0003671052046685728	-0.000548781044293098	-0.0005834114462777792	-0.0004617172223772563	-0.00021630624160920637
225.99	3.886779610197376e-05	0.00033862981587574745	0.0005476562499525145	0.0006099386341246481	0.0005087884538505405	0.0002713088182489008	-3.8867796101974144e-05	-0.00033862981587574745	-0.0005476562499525145	-0.0006099386341246483	-0.0005087884538505405	-0.0002713088182489007
