Raman Shift / 1/cm	0°	30°	60°	90°	120°	150°	180°	210°	240°	270°	300°	330°
270.089	-4.907271856074925e-05	-6.753553551333159e-05	-6.790226026471329e-05	-5.0074629213917184e-05	-1.8829541703964013e-05	1.7460906299414435e-05	4.90727185607493e-05	6.753553551333162e-05	6.790226026471329e-05	5.00746292139172e-05	1.8829541703963996e-05	-1.7460906299414482e-05
271.346	-5.75791188588315e-06	-5.372868327247993e-05	-8.73028973658281e-05	-9.748437061310541e-05	-8.154498547994487e-05	-4.375568734062552e-05	5.7579118858832125e-06	5.37286832724799e-05	8.730289736582814e-05	9.748437061310543e-05	8.154498547994482e-05	4.3755687340625467e-05
272.602	3.0154046825506258e-05	4.432250967735747e-05	4.6614791854640084e-05	3.6416678199126997e-05	1.646074502913376e-05	-7.905831478230483e-06	-3.0154046825506322e-05	-4.4322509677357556e-05	-4.6614791854640064e-05	-3.641667819912697e-05	-1.6460745029133715e-05	7.905831478230451e-06
273.858	7.181036727026889e-05	2.8972920952116766e-05	-2.162779613752579e-05	-6.64333627180533e-05	-9.343816340779462e-05	-9.540628367017006e-05	-7.181036727026886e-05	-2.897292095211679e-05	2.16277961375258e-05	6.643336271805328e-05	9.343816340779466e-05	9.540628367017008e-05
275.113	-3.096599075020608e-05	-7.1654316350166e-05	-9.31429257498947e-05	-8.967396341426704e-05	-6.217693499968854e-05	-1.8019647064101097e-05	3.096599075020614e-05	7.165431635016602e-05	9.31429257498947e-05	8.967396341426709e-05	6.217693499968851e-05	1.8019647064101093e-05
276.368	9.184227210982734e-05	5.1463873966638634e-05	-2.7042276452879727e-06	-5.61477336435097e-05	-9.45464997551153e-05	-0.00010761160761014836	-9.184227210982734e-05	-5.1463873966638655e-05	2.7042276452879553e-06	5.614773364350968e-05	9.454649975511527e-05	0.00010761160761014838
277.623	0.00016084691436241843	0.00012037142611994082	4.764251145684252e-05	-3.785217567650719e-05	-0.0001132044029055759	-0.00015822360179644802	-0.00016084691436241843	-0.00012037142611994081	-4.7642511456842524e-05	3.785217567650711e-05	0.00011320440290557588	0.00015822360179644805
278.878	7.311219248901962e-05	0.00010000741556364358	0.00010010573240086549	7.338079908354948e-05	2.6993539911845843e-05	-2.6626616480094087e-05	-7.311219248901964e-05	-0.00010000741556364362	-0.00010010573240086552	-7.338079908354951e-05	-2.6993539911845813e-05	2.6626616480094135e-05
280.132	4.7335896648261626e-06	-1.2218476619395281e-05	-2.5896611960711205e-05	-3.26357710404524e-05	-3.0630201625537355e-05	-2.041729442105715e-05	-4.733589664826168e-06	1.221847661939527e-05	2.5896611960711205e-05	3.2635771040452414e-05	3.063020162553737e-05	2.0417294421057092e-05
281.386	8.191593226110024e-05	7.673614246939622e-05	5.09949652727379e-05	1.158972831319633e-05	-3.092096698836233e-05	-6.514641415619988e-05	-8.191593226110024e-05	-7.673614246939623e-05	-5.099496527273786e-05	-1.1589728313196334e-05	3.092096698836234e-05	6.514641415619988e-05
282.642	-2.706983778668319e-05	-2.226472878681621e-05	-1.1493803688823842e-05	2.3568768255507382e-06	1.557603409785937e-05	2.462160561236699e-05	2.70698377866832e-05	2.2264728786816213e-05	1.1493803688823832e-05	-2.356876825550771e-06	-1.5576034097859408e-05	-2.4621605612366933e-05
283.896	1.0558375955879387e-05	-1.2939624491772277e-05	-3.297046300649156e-05	-4.4166892584541256e-05	-4.352883896237096e-05	-3.1227268092768963e-05	-1.0558375955879365e-05	1.2939624491772257e-05	3.29704630064916e-05	4.416689258454128e-05	4.352883896237093e-05	3.122726809276893e-05
285.15	-1.5082624419107866e-05	-1.9658034513273425e-05	-1.8966090134824295e-05	-1.319219722117308e-05	-3.8834657157164726e-06	6.465837292100357e-06	1.5082624419107817e-05	1.965803451327339e-05	1.8966090134824288e-05	1.3192197221173087e-05	3.883465715716438e-06	-6.465837292100393e-06
286.403	1.8530151193334982e-05	3.3371043033852485e-05	3.927019084286494e-05	3.46469227289157e-05	2.074003964952996e-05	1.275879695063205e-06	-1.8530151193335016e-05	-3.337104303385253e-05	-3.927019084286493e-05	-3.464692272891568e-05	-2.0740039649529924e-05	-1.275879695063234e-06
287.656	9.829239102799761e-06	-2.389578319595838e-05	-5.121794968485021e-05	-6.481630791770854e-05	-6.104718878764991e-05	-4.0920524721750155e-05	-9.829239102799699e-06	2.3895783195958385e-05	5.1217949684850204e-05	6.481630791770851e-05	6.104718878764983e-05	4.092052472175021e-05
